text,gold,pred,confidence,prob_pos
"His present "" chambers "" may be quite humble , but Shiyani has the tiny space very neatly organized and clean . Many people pass him by but do not manage to see him , because the space is partially hidden behind trees , which gives him a relative privacy . "" There are many homeless sleeping around the station , "" Captain Xoli Mbele , from the nearby Johannesburg Central Police station said .",1,0,0.9982143640518188,0.0017856743652373552
"Krueger recently harnessed that creativity to self-publish a book featuring the poems , artwork , photography and short stories of 16 ill or disabled artists from around the world . She hopes the book , which contains some of her own work as well , will show how talented disabled people can be .",1,0,0.9974589943885803,0.002540992572903633
"10:41am - Parents of children who died must get compensation , free medicine must be provided to poor families across UP : Ram Gopal Yadav",1,0,0.998472273349762,0.0015277628554031253
"We are alarmed to learn of your recently circulated proposals that would eviscerate the Lifeline program and leave many of the most vulnerable people in the country without access to affordable communications . As you are well aware , the Lifeline program provides a modest monthly subsidy of $9.25 to connect low-income Americans to phone and internet services . As broadband prices continue to soar , and affordability continues to suffer , adoption gaps remain . The Lifeline program has proven critical for poor families and people of color who are caught on the wrong side of the digital divide .",1,0,0.9991374015808105,0.0008626077906228602
"He depicts demonstrations by refugees at the border post , their catastrophic living conditions and the desperate attempt of several hundred to cross a river a few kilometres from the camp to get into Macedonia on 14 March 2016 .",1,0,0.9972744584083557,0.002725582802668214
"It 's calculated that over 204,000 days of purpose-built residential accommodation to otherwise potentially homeless elderly men and women have been delivered by this personally driven altruistic act alone .",1,0,0.9996471405029297,0.00035281325108371675
""" I and my daughter Monica are excited about providing a space for disabled people to be able to get together and earn fair prices for their work , "" Mr. Rogers said .",1,0,0.9941800832748413,0.005819960031658411
"Sheepherding in America has always been an immigrant 's job , too dirty , too cold and too lonely for anyone with options .",1,0,0.9972796440124512,0.002720278687775135
"He said : "" We need improved security for civilians and aid workers and access to all those in need , but we must also build a bigger humanitarian muscle to provide for the suffering millions .",1,0,0.5890516638755798,0.41094836592674255
"Bombarded by schizophrenia , addiction and homelessness , you might say that Eoghan O'Driscoll has been to hell and back . But he is finding a new balance through painting . Interview : Michael Lanigan",1,0,0.9988440275192261,0.0011559007689356804
""" So many of us see the state of our home as some kind of reflection of our self-worth ( even though it 's not ! ) , and a mess can so easily make you feel like a failure . And for those who have mental illnesses , chronic illness , chronic pain , or disabilities , this can be even worse , because when you 're not physically able to do a whole-house clean , it can all seem a little hopeless . """,1,0,0.9935243129730225,0.006475691217929125
Mum living in homeless shelter has ' nowhere to bring boys on Christmas day ' ' panicked ',1,0,0.9960851669311523,0.00391482375562191
"Government support to bring the Housing First programme to Wellington will make a real difference for the homeless , says National 's Wellington Central candidate Nicola Willis .",1,0,0.5284726023674011,0.47152745723724365
"Haiti has legal protections for the disabled on paper , but the laws are poorly implemented . Disabled Haitians have few opportunities to work and too many youngsters with disabilities languish out of sight at home instead of going to school . Some impoverished parents abandon disabled kids outside state institutions or farm them out as domestic servants .",1,0,0.9936116337776184,0.006388320587575436
If only we had more stories that championed the brilliance of migrant workers perhaps we 'd be able to challenge the silence that permits them to be treated in such a disdainful way .,1,0,0.9827737808227539,0.017226237803697586
"Mari ? tte Coetzee from Stofberg Family Vineyards ( whose Mia Chenin Blanc 2016 was the garagiste trophy winner at last year 's Michelangelo Awards and the recipient of four Platter 's stars for the Mari ? tte Chenin Blanc 2016 ) , says : "" We can be extremely proud of the current women winemakers in our industry , especially considering most of them are juggling a family along with the long working hours .",1,0,0.9995850920677185,0.0004148787120357156
"Kyle really your a pig , lol youre also very ignorant do nt like over weight women , well have u looked in the mirror recently your FAT , YOU AND YOUR BOSS SHOULD BE SACKED never to return to radio , , how dare you say go for the disabled , your more disabled than the disabled olympians , they have a genuine heart , you do nt have one ,",1,0,0.9980581402778625,0.0019418168812990189
""" They have made them to become hopeless and now , in "" going to God "" , they have ended up being deceived further and their situation is exploited and the society becomes even worse .",1,0,0.9859634041786194,0.0140365706756711
"TREVOR HAGAN/WINNIPEG FREE PRESS John Donovan , northern region director of the Addictions Foundation of Manitoba : ? Many of them are feeling pretty hopeless. ?",1,0,0.9869794845581055,0.013020489364862442
"He said : "" I think we can consider introducing a negligible telecom surcharge to be entirely borne by the initiator of a call . In order to protect the poor and vulnerable amongst us , we could structure it to only take effect after the third minute of talk .",1,0,0.9996316432952881,0.00036829791497439146
"The Global Gender Gap Report 2016 has ranked Pakistan 143 out of 144 countries . This really demonstrates the failure of feminists who are hopeless to break the historical shackles of bondage on women and establish favorable political , educational , economic , and health conditions .",1,0,0.9995505213737488,0.0004494523163884878
t is remiss not to mention here that not all scavenging children come from poor families . Children hailing from affluent families use dumpsites as playgrounds .,1,0,0.9989556074142456,0.0010443859500810504
"The measures have kept the migrants living in limbo . The overwhelming majority have not been granted asylum and they lead a tenuous existence , often at the whims of the government .",1,0,0.9978843331336975,0.002115703420713544
"She remembers how hard being homeless hit her . She remembers , too , how she would try and act as mad as possible to intimidate people and stop them from coming close to her . She would turn as she walked and make loud noises so that people would leave her alone . How did she manage not to lose sight of her future while she was struggling for survival ? "" I handled my situation of being homeless pretty easily , "" she says with a bit of distance . "" I had football to focus on . I wanted to represent my country and I was n't going to let anything get in the way . """,1,0,0.9991151690483093,0.0008847706485539675
"Nearly 15,000 West African teenagers leave their homes every year to play football in Europe . Few make good on their dreams . Some are lured by corrupt "" agents "" , smuggled across the searing Sahara and discarded in the streets of Europe , resigned to selling fake designer bags as undocumented immigrants . Others are nabbed by academies and feeder teams affiliated with European clubs and often dumped like bad stocks .",1,0,0.9994034767150879,0.0005965038435533643
Camfed would like to see this trend reversed . It would like to see more girls in school . Basic Education Statistics in Tanzania ( BEST 2010 ) show that only 18 percent of girls have completed secondary school education . This is why Camfed supports girls from poor families to obtain secondary education and its efforts have seen many go to university .,1,0,0.9987840056419373,0.0012160417390987277
Famously progressive San Francisco has among America 's most eco-friendly public policies and has declared itself a sanctuary to immigrants it considers persecuted by President Donald Trump 's administration .,1,0,0.9996079802513123,0.0003920417802873999
"Over the past five years , the company has donated approximately 60,000 pounds of fresh produce for weekly outreach programs and via larger holiday events and Veteran ? s programs that have impacted tens of thousands of New Yorkers in need . Through Easter Seals of New York , Bloom Fresh delivers fresh fruits and vegetables each week to the Bronx Child Development Center to not only provide more healthy nutrients to children during lunch , but also for the children to take home to their families .",1,0,0.9608049392700195,0.039195138961076736
Hollywood star Leo Di Caprio urges help for reuniting immigrant children with their families,1,0,0.978425920009613,0.02157406695187092
"The Turkish Ambassador to Tanzania Ali Davutoglu has called on civil society groups and Tanzanians in general to join hands in helping orphans and vulnerable children , saying such responsibilities should not be left for the government alone .",1,0,0.9404078125953674,0.05959219112992287
News this month that Anglican Care spent $4 million buying a Christchurch site as a hub for vulnerable youths is a fine example of that community-minded approach . In years to come there may be an interesting contrast between a beautifully restored cathedral that is empty much of the time and a youth hub and revamped City Mission that are constantly busy .,1,0,0.9987816214561462,0.0012184161460027099
""" Some come from poor families and then you find swimming in millions and they lose focus , then they fizz out from football altogether , "" he said , making it clear that to have a Paul Pogba-esque success , one needs to work that much harder and not get influenced easily especially at this age and that too coming from Africa .",1,0,0.9826076626777649,0.017392346635460854
"Yes , DMC you are very good at adding numbers , I am sure the dead and homeless are really thankful that you have the numbers . But as a government department I do not see any action in preventing , educating , keeping sos supply depots , or indeed any action , apart from the armed forces providing aid and the common man .",1,0,0.9929198622703552,0.0070801181718707085
We also know that they can benefit by receiving counseling from someone who can help them understand that their feelings are normal and that their situation is not hopeless ; someone who can help them put their situation in perspective and help them communicate with others who could provide support ; someone knowledgeable about resources they can access ; someone who can help them plan for their needs and the needs of their child by developing either a parenting plan or an adoption plan .,1,0,0.9976677298545837,0.0023322338238358498
"President Muhammadu Buhari is on a divine mission to rescue the Nigeria from the brink of collapse and hopelessness , Speaker of the House of Representatives , Rt . Hon. Yakubu Dogara has said .",1,0,0.9677472114562988,0.03225276246666908
"In a 90-degree view of his constituency , one can see a high rise and a flyover while underneath it , homeless people sleep on pavements . "" As you can see , my constituency is not confined to one socio-economic group , "" he said , adding that apart from water , another major concern for him is to improve the standard of public schools in the area .",1,0,0.9896518588066101,0.010348135605454445
"The school authorities have taken the perfect procedure , not to obstruct studies . The 300 odd athletes who engage in sports are given the freedom to practice before and after school hours under the watchful eyes of the teachers who are in-charge of sports . The talented athletes who come from poor families are taken care of adequately with contributions from parents and well wishers .",1,0,0.9647889137268066,0.03521113842725754
"We have done a great deal of work but the biggest thing we have done is to make the ministry a powerful tool for the protection of women . Over the last four years , every time somebody comes up with a good idea or proposes an area in which women need help , we have adopted it immediately . We have been doing two things -- policymaking , which also pushes other ministries , and looking at individual cases of suffering . For me , both components are equally important .",1,0,0.9882334470748901,0.011766481213271618
The law stipulated 21 rights of the disabled persons . The disabled persons must get the national identity cards and be listed in the voters roll . Even they will be able to contest in the polls .,1,0,0.9987863898277283,0.001213671755976975
"While male prisoners in Pakistan also suffer , the female prisoners ' plight is truly worrying . Like male offenders , the majority of female offenders are poor . However , women enter the criminal justice system with a host of unique medical , psychological , and financial problems and needs that distinguish them from male offenders . Addiction , poverty , unemployment , physical and mental illness , physical and sexual abuse , and homelessness trap women in a cycle of hopelessness and crime . In particular , female offenders are often young mothers who face the additional trauma of threatened separation from their children .",1,0,0.8889517188072205,0.11104825139045715
"New Zealand has been getting more comfortable confronting difficult issues in primetime . Last year , Nigel Latta : The Hard Stuff 's exploration of suicide and teenagers ' online lives was a hit . Earlier this year another season of The Undateables , a British show about dating amongst the disabled and those with learning disabilities played at 8.45pm Mondays on TVNZ 2 . And despite the exploitative name , Embarassing Bodies has helped open eyes and minds to the reality of those whose physical form deviates from a societal conception of ' normal ' .",1,0,0.9995272159576416,0.00047285447362810373
"Maida noted that political issues should not twist women away from matters of development , the important thing is peace , and women must wake up , since they need economic revolution through peaceful means .",1,0,0.9990168809890747,0.0009830882772803307
"Balu , an honest , hard-working labourer , who was injured by army shelling about 1993 leading to partial deafness , had latterly resettled in Tellipalai . While waiting to cross the KKS Rd. , he was killed by a navy vehicle with , as I learn , defective brakes , driven by a man without a heavy vehicle licence . When development fails the most vulnerable and poor , we have lost our way . It is well to remember Tagore in his essay on Nationalism : "" . speed comes to its end , the engagement loses its meaning and the hungry heart clamours for food , till at last she comes to the lowly reaper reaping his harvest in the sun . """,1,0,0.995718777179718,0.004281254950910807
"So when journalists and observers tell us that , "" Toronto will never be the same again , "" they are not only wrong , but are extremely unhelpful . Of course Toronto will be just the same again . Not for the poor families of the deceased , not for those struggling with ghastly and perhaps life-changing injuries , but for most of the rest of us . It wo n't change , because it never does .",1,0,0.999168872833252,0.000831209821626544
"He said the victims who are currently rendered homeless can now be relieved of troubles as the 5,000 iron sheets from Mwanza had arrived , with 1,200 already distributed to victims in Bukoba Municipality .",1,0,0.9963357448577881,0.003664220217615366
"Calling for an immediate political solution to resolve the crisis in Syria , Erdogan said : "" Turkey 's incursion into northern Syria in early September had led to establishing peace , balance and stability in a region taken over by hopelessness "" .",1,0,0.99946528673172,0.000534735678229481
""" I have a lot of sympathy for folks who are in need in the city , "" Mr Edmonds-Waters said . "" This has become an extremely expensive city to live in . The divide between those who have and those who do n't is ridiculously ginormous . """,1,0,0.9947799444198608,0.005220125894993544
""" I expect more resources in the hands of people in need and the humanitarian workers on the frontline ( who ) are risking their lives to help them , and I expect less to be spent in the back room in transactions that do not help us get help to the people , "" she said .",1,0,0.6186652183532715,0.38133472204208374
"The indigenous Palestinians see themselves abandoned by the powerful nations of the UN . In sheer hopelessness and a sense of dehumization they are , regrettably , now resorting to nihilistic activities trying to harm Israeli Jews and getting killed every day by the trigger happy Israelis - civilians and security forces alike . It is a sad development in a region that has cried for justice for too long -- almost 70 years - only to be ignored and severely punished for their noncompliance to the Zionist dream of Eretz Israel .",1,0,0.9994578957557678,0.0005420927191153169
"IdeaRaya spokesman Maryam Ramli Lee in an interview with Malay Mail Online , September 10 , 2015 . For human rights , Idearaya is shining a spotlight on marginalised communities such as refugees and migrant workers , while its focus for philosophy this year would be on educating children to express themselves philosophically .",1,0,0.9985730648040771,0.0014269596431404352
"Our country is in need of serious change . We can continue to celebrate women 's day , throw massive budgets at events , give out goody bags with a cute lipsticks and celebrate female achievers once a year . This is without taking away from exceptional women who truly are making inroads into their environments but we are not just a cute lipstick , or pair of shoes , we are not just pretty and soft and squishy . We are not just child bearers , and there for procreation . So , why are we as women , so accepting of the placating and mollification thrown at us and overlook the inequalities through acceptance . I am by no means militant , but often , as even in politics , focus is shifted on true issues by drawing public attention to other "" things "" in order for us to be distracted . By shifting our focus from relevant issues we forget why we were disgruntled and angry and nothing ever changes .",1,0,0.9841393232345581,0.01586059480905533
"The World Health Organization did not give a reason for the increase in deaths , but a provincial health official in Sindh said that the disease hit areas where poor families did not vaccinate their children .",1,0,0.9996607303619385,0.00033930179779417813
"Some years later the daughter 's marriage broke up . She had two children by then and needed money urgently . The father dipped into his savings and was eventually compelled to move into this home . His daughter has put in the papers for him to join her in Australia and he is hopeful of joining her soon . That day for him will be a joyful escape from the surrounding air of defeat , dejection and hopelessness .",1,0,0.999322772026062,0.0006771942134946585
"ICCCAD remains a strong advocate of local initiatives and supports the concept of Community Based Adaptation ( CBA ) . Solutions developed at the local level have the best chance of being successful since it is the poorest living in areas prone to storms , floods , and droughts who are most vulnerable and best understand what needs to be done . This approach seeks to give these communities a voice since it is powerlessness as much as location that makes these communities vulnerable to climate change .",1,0,0.5685646533966064,0.43143534660339355
"After the satisfying evening , Manny Osme ? a left us pondering on his quote , "" Money is pressure until it is used to help people in need . """,1,0,0.9986853003501892,0.001314724562689662
"Many celebrities wore blue ribbons to support the American Civil Liberties Union , which is seeking to shed light on the plight of young immigrants facing the potential of being deported .",1,0,0.9864938259124756,0.01350610051304102
"Michael Gove 's recent suggestion that inadequate financial management skills among poor families are to blame for the increasing demand on food banks has , unsurprisingly , sparked an angry response . Critics feel the Conservative Party is out of touch with the pressures on ordinary families .",1,0,0.9994396567344666,0.000560383778065443
"Emmanuelle Riva in "" Amour , "" as a woman in her 80s whose mind and body deteriorate after a series of strokes , is even frailer , more vulnerable , and quite defenseless . The first time we saw Riva , in "" Hiroshima Mon Amour , "" we were struck by her sensual , yet patrician face . Now the sensuality is gone , but the dignity of that countenance remains .",1,0,0.9652831554412842,0.0347168855369091
""" Boarding schools should be for those coming from poor families who when admitted to boarding secondary schools would be assured of their meals provided by schools , "" she said .",1,0,0.9991832375526428,0.000816738058347255
"KARACHI - On the eve of International Women 's Day , Pakistan People 's Party Chairman Bilawal Bhutto Zardari has announced that his party 's Women Wing will organise Karwan-e-Benazir rallies in all the provincial capitals and in Azad Jammu & Kashmir , Gilgit-Baltistan and Fata to celebrate the day and PPP 's achievements for empowerment of women in the country .",1,0,0.9994396567344666,0.000560383778065443
"Cheung said 20 disabled undergraduate students from seven universities will start their eight-week internship in government departments this month , receiving the same salaries as able-bodied colleagues of HK$9,600 a month .",1,0,0.9996380805969238,0.0003618827904574573
"But kids fall through the cracks . If they move around a lot between schools - as kids from poor families very often do , due to precarious housing - they can go years between check-ups .",1,0,0.9903476238250732,0.009652304463088512
"In Dublin , the Church of Ireland Archbishop Dr Michael Jackson reflected on the year drawing to a close and recalled the "" horrific conflagration at the halting site in Carrickmines "" and the death of Garda Tony Golden in Omeath , as well as the "" refugees fleeing from Syria "" and other parts of the Middle East and the "" forgotten peoples of Africa "" .",1,0,0.9958011507987976,0.004198795184493065
Charity plans to forgo parking so homeless can have gym and medical centre,1,0,0.9990507960319519,0.0009491592063568532
""" Nigeria 's tertiary education system is still elitist . We do n't make allowance for poor families , families that have not yet produced a university graduate . How do these people assess the university education ?",1,0,0.9989515542984009,0.0010484692174941301
I now know why Mike Redmond is proposing a school lunch program . This news about 1/4 of all kids coming from poor families with not much food is an embarrassment . And Ghiz throws our tax dollars at his construction buddies & immigrant investment at his political buddies . And then Ghiz and Myers and their good ol ' boy supporters decry a proposed program like free school lunches as a type of socialist conspiracy . I 'd like every one of them to experience real hunger for a week in the winter and see if they 'd sing a different tune afterward . Ghazal and Myers and the blue blood wannabes of PEI have no clue .,1,0,0.998091995716095,0.0019080463098362088
"Many refugees do n't want to be resettled anywhere , let alone in the US .",1,0,0.9994218349456787,0.0005781620275229216
"I am shocked , disgusted and dismayed at yet another police incident that is being mishandled . How many poor families have had their loved ones senselessly perish at the hands of highly paid , supposedly "" professional "" police officers and have had to fight against an unjust system that allows these officers to literally get away with murder unpunished. ?",1,0,0.7682119011878967,0.23178806900978088
"A massive cleanup and awareness drive was conducted jointly by the LWMC and the Bahria University , Lahore Campus in different localities of Johar Town . The purpose of the drive was to improve state of cleanliness and sensitise poor families to hygienic conditions .",1,0,0.999481737613678,0.0005182921304367483
"But if the Supreme Court gives a favorable decision for the president , his immigration program would immediately take effect , changing the lives of eligible Filipino families and other immigrants .",1,0,0.9995651841163635,0.00043478046427480876
"It is also good news for women 's issues , which are in desperate need of a woman 's touch . As much work as the ANC has done thus far , we have a long way to go in this and in many other regards .",1,0,0.9981505274772644,0.0018494504038244486
"The vast majority of girls and women caught in the exploitative global sex trade are not victims of kidnapping , like the Nigerian 276 abducted by Boko Haram , but rather of poverty . Human traffickers prey on poor families who do n't have access to education and are n't aware of their basic rights . Mired in grinding poverty , parents desperately take out loans on conditions they do n't understand , pledging their children on their debts .",1,0,0.9923785924911499,0.007621430326253176
""" Jesus is the Master Feminist because he championed the cause of women , "" she said .",1,0,0.9975417852401733,0.002458212897181511
' The problem with this place is that there is a lot of vulnerable people here and they get the wrong kind of help .,1,0,0.9888203740119934,0.011179601773619652
"NEW DELHI : Activists and medical professionals have lauded the government 's move to increase the ambit of the disabled list to offer benefits to acid attack survivors , those suffering from chronic neurological conditions , and haemophilia and sickle cell anaemia patients . This , they said , will help in integrating them into society .",1,0,0.9992401599884033,0.0007598414667882025
"For many poor families , the college is a very important institution providing their children with the education crucial to break the poverty cycle .",1,0,0.5849974155426025,0.41500258445739746
"Winfrey 's school is an attempt to wield philanthropy and celebrity against South Africa 's social and educational crises . High-achieving students from poor families were admitted after a rigorous application process in which Winfrey was deeply involved , and she has visited regularly to counsel her girls . She held a last , late-night "" pajama party "" with the graduates Friday .",1,0,0.9974787831306458,0.0025212683249264956
Jamaicans are deemed to be among the most violent persons on planet Earth . Some argue that it has to do with our legacy of slavery which in itself was an act of extreme violence . Some even posit that it may well be that we have too much sugar in our blood ; while others point to the socio-economic conditions that the majority of black Jamaicans have to live under which have led them to a point of hopelessness and anger .,1,0,0.9990907907485962,0.0009092752006836236
TurkIt 's heartening to see that measures are being taken in Khyber Pakhtunkhwa ( KP ) to empower women and give them work opportunities . You ! takes a look .,1,0,0.9977787137031555,0.00222133775241673
"THE jagged rocks , the stony beaches , the sweeping , heather covered hills . the last views of the old country that faded from sight when a generation of immigrants set sail for the new world ( you can read that in Liam Neeson 's voice if you want ) .",1,0,0.9780307412147522,0.021969225257635117
""" In addition , the Members of Parliament will visit two projects that focus on the inclusion of street children and victims of acid attacks to demonstrate their solidarity with those vulnerable groups in need of support . Finally , on April 29 the delegation will brief the journalists on the outcome of the visit at a press conference . """,1,0,0.9892024397850037,0.010797567665576935
"After a tragic event during his previous life as an FBI agent , Sawyer lost half a leg and developed an aversion to guns . So instead of the usual muscle-bound , wise-cracking , gun-toting cliche he 's often played , here he 's a vulnerable , disabled family man caught up in a twisted extortion plot .",1,0,0.9994307160377502,0.0005692035192623734
Veterans left on scrapheap : The homeless plight of former servicemen and women,1,0,0.8670920133590698,0.1329079568386078
"A top health official said today that the government could consider subsidies to help poor families pay for healthy food -- or imposing taxes on unhealthy products -- if other efforts fail to encourage better eating habits among Hong Kong residents . Dr Regina Ching from the Health Department said such moves could be explored as a way to cut levels of chronic illnesses in the city , such .",1,0,0.9995818734169006,0.0004181312979198992
